Date : 2021-09-21 21:41:05
Directory : /home/christian/src/micro
Total : 384 files,  11996 codes, 490 comments, 2921 blanks, all 15407 lines

Languages
+------------------+------------+------------+------------+------------+------------+
| language         | files      | code       | comment    | blank      | total      |
| /home/christian/src/micro/usr/libs/libc/include/ctype.h                       | C++              |         11 |          0 |          1 |         12 |
| /home/christian/src/micro/usr/libs/libc/include/errno.h                       | C++              |         23 |          1 |          3 |         27 |
| /home/christian/src/micro/usr/libs/libc/include/limits.h                      | C++              |         17 |          0 |          7 |         24 |
| /home/christian/src/micro/usr/libs/libc/include/locale.h                      | C++              |         30 |          0 |          3 |         33 |
| /home/christian/src/micro/usr/libs/libc/include/math.h                        | C++              |         10 |          0 |          2 |         12 |
| /home/christian/src/micro/usr/libs/libc/include/setjmp.h                      | C++              |          4 |          0 |          2 |          6 |
| /home/christian/src/micro/usr/libs/libc/include/signal.h                      | C++              |         20 |          0 |          6 |         26 |
| /home/christian/src/micro/usr/libs/libc/include/stdarg.h                      | C++              |          6 |          0 |          2 |          8 |
| /home/christian/src/micro/usr/libs/libc/include/stdbool.h                     | C++              |          4 |          0 |          1 |          5 |
| /home/christian/src/micro/usr/libs/libc/include/stddef.h                      | C++              |          7 |          1 |          4 |         12 |
| /home/christian/src/micro/usr/libs/libc/include/stdint.h                      | C++              |         25 |          0 |          7 |         32 |
| /home/christian/src/micro/usr/libs/libc/include/stdio.h                       | C++              |         58 |          1 |         22 |         81 |
| /home/christian/src/micro/usr/libs/libc/include/stdlib.h                      | C++              |         23 |          0 |         13 |         36 |
| /home/christian/src/micro/usr/libs/libc/include/string.h                      | C++              |         26 |          0 |          2 |         28 |
| /home/christian/src/micro/usr/libs/libc/include/time.h                        | C++              |         33 |          0 |         11 |         44 |
| /home/christian/src/micro/usr/libs/libc/internal/generic/crt0.c               | C                |         16 |          1 |          9 |         26 |
| /home/christian/src/micro/usr/libs/libc/internal/generic/init.c               | C                |          5 |          0 |          2 |          7 |
| /home/christian/src/micro/usr/libs/libc/internal/include/libc/libc-internal.h | C++              |          5 |          0 |          3 |          8 |
| /home/christian/src/micro/usr/libs/libc/internal/include/libc/syscall.h       | C++              |         25 |          2 |          5 |         32 |
| /home/christian/src/micro/usr/libs/libc/locale/nl_langinfo.c                  | C                |         62 |          0 |          2 |         64 |
| /home/christian/src/micro/usr/libs/libc/malloc/malloc.c                       | C                |        124 |          9 |         29 |        162 |
| /home/christian/src/micro/usr/libs/libc/math/ceil.c                           | C                |          6 |          0 |          1 |          7 |
| /home/christian/src/micro/usr/libs/libc/math/fabs.c                           | C                |          7 |          0 |          1 |          8 |
| /home/christian/src/micro/usr/libs/libc/math/floor.c                          | C                |          6 |          0 |          1 |          7 |
| /home/christian/src/micro/usr/libs/libc/math/fmod.c                           | C                |          5 |          0 |          1 |          6 |
| /home/christian/src/micro/usr/libs/libc/math/log.c                            | C                |          5 |          0 |          1 |          6 |
| /home/christian/src/micro/usr/libs/libc/math/pow.c                            | C                |          7 |          0 |          2 |          9 |
| /home/christian/src/micro/usr/libs/libc/math/trunc.c                          | C                |          5 |          0 |          1 |          6 |
| /home/christian/src/micro/usr/libs/libc/misc/errno.c                          | C                |          2 |          0 |          1 |          3 |
| /home/christian/src/micro/usr/libs/libc/posix/generic/closedir.c              | C                |          9 |          0 |          1 |         10 |
| /home/christian/src/micro/usr/libs/libc/posix/generic/execv.c                 | C                |          7 |          0 |          2 |          9 |
| /home/christian/src/micro/usr/libs/libc/posix/generic/execvp.c                | C                |          7 |          2 |          2 |         11 |
| /home/christian/src/micro/usr/libs/libc/posix/generic/isatty.c                | C                |          6 |          1 |          1 |          8 |
| /home/christian/src/micro/usr/libs/libc/posix/generic/opendir.c               | C                |         13 |          0 |          2 |         15 |
| /home/christian/src/micro/usr/libs/libc/posix/generic/openpty.c               | C                |         23 |          2 |          7 |         32 |
| /home/christian/src/micro/usr/libs/libc/posix/include/dirent.h                | C++              |         15 |          4 |          6 |         25 |
| /home/christian/src/micro/usr/libs/libc/posix/include/dlfcn.h                 | C++              |          9 |          0 |          2 |         11 |
| /home/christian/src/micro/usr/libs/libc/posix/include/fcntl.h                 | C++              |         22 |          0 |          6 |         28 |
| /home/christian/src/micro/usr/libs/libc/posix/include/langinfo.h              | C++              |         61 |          0 |          4 |         65 |
| /home/christian/src/micro/usr/libs/libc/posix/include/pty.h                   | C++              |          5 |          0 |          2 |          7 |
| /home/christian/src/micro/usr/libs/libc/posix/include/sys/ioctl.h             | C++              |          7 |          0 |          2 |          9 |
| /home/christian/src/micro/usr/libs/libc/posix/include/sys/mman.h              | C++              |         13 |          0 |          6 |         19 |
| /home/christian/src/micro/usr/libs/libc/posix/include/sys/mount.h             | C++              |          5 |          0 |          1 |          6 |
| /home/christian/src/micro/usr/libs/libc/posix/include/sys/ptrace.h            | C++              |         10 |          0 |          3 |         13 |
| /home/christian/src/micro/usr/libs/libc/posix/include/sys/stat.h              | C++              |         20 |          0 |          4 |         24 |
| /home/christian/src/micro/usr/libs/libc/posix/include/sys/syscall.h           | C++              |         33 |          0 |          2 |         35 |
| /home/christian/src/micro/usr/libs/libc/posix/include/sys/time.h              | C++              |         14 |          0 |          4 |         18 |
| /home/christian/src/micro/usr/libs/libc/posix/include/sys/types.h             | C++              |         17 |          0 |          1 |         18 |
| /home/christian/src/micro/usr/libs/libc/posix/include/sys/user.h              | C++              |         31 |          0 |          2 |         33 |
| /home/christian/src/micro/usr/libs/libc/posix/include/sys/wait.h              | C++              |          7 |          0 |          3 |         10 |
| /home/christian/src/micro/usr/libs/libc/posix/include/termios.h               | C++              |         85 |          6 |         10 |        101 |
| /home/christian/src/micro/usr/libs/libc/posix/include/unistd.h                | C++              |         34 |          0 |          8 |         42 |
| /home/christian/src/micro/usr/libs/libc/setjmp/longjmp.c                      | C                |          4 |          0 |          2 |          6 |
| /home/christian/src/micro/usr/libs/libc/setjmp/setjmp.c                       | C                |          5 |          0 |          1 |          6 |
| /home/christian/src/micro/usr/libs/libc/stdio/fclose.c                        | C                |          9 |          0 |          1 |         10 |
| /home/christian/src/micro/usr/libs/libc/stdio/feof.c                          | C                |          5 |          0 |          1 |          6 |
| /home/christian/src/micro/usr/libs/libc/stdio/ferror.c                        | C                |          5 |          0 |          1 |          6 |
| /home/christian/src/micro/usr/libs/libc/stdio/fflush.c                        | C                |          6 |          1 |          1 |          8 |
| /home/christian/src/micro/usr/libs/libc/stdio/fgetc.c                         | C                |          8 |          0 |          1 |          9 |
| /home/christian/src/micro/usr/libs/libc/stdio/fgets.c                         | C                |         14 |          0 |          5 |         19 |
| /home/christian/src/micro/usr/libs/libc/stdio/fileno.c                        | C                |          5 |          0 |          1 |          6 |
| /home/christian/src/micro/usr/libs/libc/stdio/fopen.c                         | C                |         37 |          0 |          7 |         44 |
| /home/christian/src/micro/usr/libs/libc/stdio/fprintf.c                       | C                |          9 |          0 |          4 |         13 |
| /home/christian/src/micro/usr/libs/libc/stdio/fputc.c                         | C                |         12 |          0 |          2 |         14 |
| /home/christian/src/micro/usr/libs/libc/stdio/fputs.c                         | C                |          5 |          0 |          1 |          6 |
| /home/christian/src/micro/usr/libs/libc/stdio/fread.c                         | C                |         10 |          0 |          3 |         13 |
| /home/christian/src/micro/usr/libs/libc/stdio/freopen.c                       | C                |         12 |          0 |          5 |         17 |
| /home/christian/src/micro/usr/libs/libc/stdio/fseek.c                         | C                |         10 |          0 |          2 |         12 |
| /home/christian/src/micro/usr/libs/libc/stdio/ftell.c                         | C                |          6 |          0 |          1 |          7 |
| /home/christian/src/micro/usr/libs/libc/stdio/fwrite.c                        | C                |         10 |          0 |          3 |         13 |
| /home/christian/src/micro/usr/libs/libc/stdio/getline.c                       | C                |         16 |          0 |          7 |         23 |
| /home/christian/src/micro/usr/libs/libc/stdio/perror.c                        | C                |          9 |          0 |          2 |         11 |
| /home/christian/src/micro/usr/libs/libc/stdio/printf.c                        | C                |          9 |          0 |          4 |         13 |
| /home/christian/src/micro/usr/libs/libc/stdio/putchar.c                       | C                |          5 |          0 |          1 |          6 |
| /home/christian/src/micro/usr/libs/libc/stdio/puts.c                          | C                |          5 |          0 |          1 |          6 |
| /home/christian/src/micro/usr/libs/libc/stdio/remove.c                        | C                |          5 |          1 |          1 |          7 |
| /home/christian/src/micro/usr/libs/libc/stdio/rewind.c                        | C                |          5 |          0 |          1 |          6 |
| /home/christian/src/micro/usr/libs/libc/stdio/setbuf.c                        | C                |          4 |          2 |          1 |          7 |
| /home/christian/src/micro/usr/libs/libc/stdio/setvbuf.c                       | C                |          5 |          1 |          1 |          7 |
| /home/christian/src/micro/usr/libs/libc/stdio/snprintf.c                      | C                |          9 |          0 |          3 |         12 |
| /home/christian/src/micro/usr/libs/libc/stdio/sprintf.c                       | C                |          8 |          1 |          4 |         13 |
| /home/christian/src/micro/usr/libs/libc/stdio/sscanf.c                        | C                |          5 |          0 |          1 |          6 |
| /home/christian/src/micro/usr/libs/libc/stdio/stdio.c                         | C                |         22 |          0 |          4 |         26 |
| /home/christian/src/micro/usr/libs/libc/stdio/tmpfile.c                       | C                |         11 |          0 |          3 |         14 |
| /home/christian/src/micro/usr/libs/libc/stdio/ungetc.c                        | C                |          5 |          2 |          1 |          8 |
| /home/christian/src/micro/usr/libs/libc/stdio/vfprintf.c                      | C                |         12 |          1 |          4 |         17 |
| /home/christian/src/micro/usr/libs/libc/stdio/vprintf.c                       | C                |          5 |          0 |          1 |          6 |
| /home/christian/src/micro/usr/libs/libc/stdio/vsnprintf.c                     | C                |        146 |         64 |         24 |        234 |
| /home/christian/src/micro/usr/libs/libc/stdio/vsprintf.c                      | C                |          5 |          1 |          1 |          7 |
| /home/christian/src/micro/usr/libs/libc/stdlib/abort.c                        | C                |          6 |          0 |          1 |          7 |
| /home/christian/src/micro/usr/libs/libc/stdlib/abs.c                          | C                |          6 |          0 |          1 |          7 |
| /home/christian/src/micro/usr/libs/libc/stdlib/atexit.c                       | C                |          5 |          1 |          1 |          7 |
| /home/christian/src/micro/usr/libs/libc/stdlib/atoi.c                         | C                |          5 |          1 |          1 |          7 |
| /home/christian/src/micro/usr/libs/libc/stdlib/getenv.c                       | C                |         18 |          0 |          6 |         24 |
| /home/christian/src/micro/usr/libs/libc/stdlib/itoa.c                         | C                |         23 |          0 |          9 |         32 |
| /home/christian/src/micro/usr/libs/libc/stdlib/qsort.c                        | C                |          4 |          1 |          1 |          6 |
| /home/christian/src/micro/usr/libs/libc/stdlib/rand.c                         | C                |         11 |          0 |          3 |         14 |
| /home/christian/src/micro/usr/libs/libc/stdlib/strtoul.c                      | C                |          5 |          1 |          1 |          7 |
| /home/christian/src/micro/usr/libs/libc/stdlib/ultoa.c                        | C                |         20 |          0 |          7 |         27 |
| /home/christian/src/micro/usr/libs/libc/string/memchr.c                       | C                |         12 |          0 |          2 |         14 |
| /home/christian/src/micro/usr/libs/libc/string/memcmp.c                       | C                |         12 |          0 |          3 |         15 |
| /home/christian/src/micro/usr/libs/libc/string/memcpy.c                       | C                |          9 |          0 |          3 |         12 |
| /home/christian/src/micro/usr/libs/libc/string/memmove.c                      | C                |          9 |          1 |          3 |         13 |
| /home/christian/src/micro/usr/libs/libc/string/memset.c                       | C                |          8 |          0 |          3 |         11 |
| /home/christian/src/micro/usr/libs/libc/string/strcat.c                       | C                |          5 |          0 |          1 |          6 |
| /home/christian/src/micro/usr/libs/libc/string/strchr.c                       | C                |         10 |          0 |          2 |         12 |
| /home/christian/src/micro/usr/libs/libc/string/strcmp.c                       | C                |         16 |          0 |          4 |         20 |
| /home/christian/src/micro/usr/libs/libc/string/strcpy.c                       | C                |         13 |          0 |          4 |         17 |
| /home/christian/src/micro/usr/libs/libc/string/strcspn.c                      | C                |         12 |          0 |          2 |         14 |
| /home/christian/src/micro/usr/libs/libc/string/strdup.c                       | C                |          7 |          0 |          1 |          8 |
| /home/christian/src/micro/usr/libs/libc/string/strerror.c                     | C                |         44 |          0 |         10 |         54 |
| /home/christian/src/micro/usr/libs/libc/string/strlen.c                       | C                |          7 |          0 |          3 |         10 |
| /home/christian/src/micro/usr/libs/libc/string/strncmp.c                      | C                |         12 |          0 |          2 |         14 |
| /home/christian/src/micro/usr/libs/libc/string/strncpy.c                      | C                |         10 |          0 |          2 |         12 |
| /home/christian/src/micro/usr/libs/libc/string/strndup.c                      | C                |         10 |          0 |          2 |         12 |
| /home/christian/src/micro/usr/libs/libc/string/strrchr.c                      | C                |         12 |          0 |          3 |         15 |
| /home/christian/src/micro/usr/libs/libc/string/strrev.c                       | C                |         15 |          0 |          3 |         18 |
| /home/christian/src/micro/usr/libs/libc/string/strsep.c                       | C                |         28 |          0 |          8 |         36 |
| /home/christian/src/micro/usr/libs/libc/string/strspn.c                       | C                |         15 |          0 |          3 |         18 |
| /home/christian/src/micro/usr/libs/libc/string/strstr.c                       | C                |         10 |          0 |          1 |         11 |
| /home/christian/src/micro/usr/libs/libc/string/strtok.c                       | C                |          1 |          0 |          1 |          2 |
| /home/christian/src/micro/usr/libs/libc/string/strtok_r.c                     | C                |         25 |          0 |          7 |         32 |
| /home/christian/src/micro/usr/libs/libc/sysdeps/micro/generic/access.c        | C                |          6 |          0 |          1 |          7 |
| /home/christian/src/micro/usr/libs/libc/sysdeps/micro/generic/chdir.c         | C                |          6 |          0 |          1 |          7 |
| /home/christian/src/micro/usr/libs/libc/sysdeps/micro/generic/close.c         | C                |          6 |          0 |          1 |          7 |
| /home/christian/src/micro/usr/libs/libc/sysdeps/micro/generic/dup.c           | C                |          6 |          0 |          1 |          7 |
| /home/christian/src/micro/usr/libs/libc/sysdeps/micro/generic/dup2.c          | C                |          6 |          0 |          1 |          7 |
| /home/christian/src/micro/usr/libs/libc/sysdeps/micro/generic/execve.c        | C                |          6 |          0 |          1 |          7 |
| /home/christian/src/micro/usr/libs/libc/sysdeps/micro/generic/exit.c          | C                |          6 |          0 |          1 |          7 |
| /home/christian/src/micro/usr/libs/libc/sysdeps/micro/generic/fork.c          | C                |          6 |          0 |          1 |          7 |
| /home/christian/src/micro/usr/libs/libc/sysdeps/micro/generic/ftruncate.c     | C                |          6 |          1 |          1 |          8 |
| /home/christian/src/micro/usr/libs/libc/sysdeps/micro/generic/getcwd.c        | C                |          6 |          0 |          1 |          7 |
| /home/christian/src/micro/usr/libs/libc/sysdeps/micro/generic/getpid.c        | C                |          6 |          0 |          1 |          7 |
| /home/christian/src/micro/usr/libs/libc/sysdeps/micro/generic/gettimeofday.c  | C                |          7 |          0 |          1 |          8 |
| /home/christian/src/micro/usr/libs/libc/sysdeps/micro/generic/ioctl.c         | C                |          6 |          0 |          1 |          7 |
| /home/christian/src/micro/usr/libs/libc/sysdeps/micro/generic/kill.c          | C                |          6 |          0 |          1 |          7 |
| /home/christian/src/micro/usr/libs/libc/sysdeps/micro/generic/lseek.c         | C                |          6 |          0 |          1 |          7 |
| /home/christian/src/micro/usr/libs/libc/sysdeps/micro/generic/mkdir.c         | C                |          6 |          0 |          1 |          7 |
| /home/christian/src/micro/usr/libs/libc/sysdeps/micro/generic/mmap.c          | C                |          6 |          0 |          1 |          7 |
| /home/christian/src/micro/usr/libs/libc/sysdeps/micro/generic/mount.c         | C                |          8 |          0 |          1 |          9 |
| /home/christian/src/micro/usr/libs/libc/sysdeps/micro/generic/munmap.c        | C                |          6 |          0 |          1 |          7 |
| /home/christian/src/micro/usr/libs/libc/sysdeps/micro/generic/nanosleep.c     | C                |          6 |          1 |          1 |          8 |
| /home/christian/src/micro/usr/libs/libc/sysdeps/micro/generic/open.c          | C                |         11 |          0 |          2 |         13 |
| /home/christian/src/micro/usr/libs/libc/sysdeps/micro/generic/pread.c         | C                |          6 |          0 |          1 |          7 |
| /home/christian/src/micro/usr/libs/libc/sysdeps/micro/generic/ptrace.c        | C                |          6 |          0 |          1 |          7 |
| /home/christian/src/micro/usr/libs/libc/sysdeps/micro/generic/ptsname.c       | C                |          7 |          0 |          1 |          8 |
| /home/christian/src/micro/usr/libs/libc/sysdeps/micro/generic/ptsname_r.c     | C                |          6 |          0 |          1 |          7 |
| /home/christian/src/micro/usr/libs/libc/sysdeps/micro/generic/pwrite.c        | C                |          6 |          0 |          1 |          7 |
| /home/christian/src/micro/usr/libs/libc/sysdeps/micro/generic/raise.c         | C                |          6 |          0 |          1 |          7 |
| /home/christian/src/micro/usr/libs/libc/sysdeps/micro/generic/read.c          | C                |          6 |          0 |          1 |          7 |
| /home/christian/src/micro/usr/libs/libc/sysdeps/micro/generic/readdir.c       | C                |         10 |          0 |          3 |         13 |
| /home/christian/src/micro/usr/libs/libc/sysdeps/micro/generic/sigaction.c     | C                |          5 |          1 |          1 |          7 |
| /home/christian/src/micro/usr/libs/libc/sysdeps/micro/generic/signal.c        | C                |          5 |          1 |          1 |          7 |
| /home/christian/src/micro/usr/libs/libc/sysdeps/micro/generic/sleep.c         | C                |          7 |         13 |          2 |         22 |
| /home/christian/src/micro/usr/libs/libc/sysdeps/micro/generic/syscall.S       | GAS/AT&T x86/x64 |         11 |          1 |          1 |         13 |
| /home/christian/src/micro/usr/libs/libc/sysdeps/micro/generic/tcgetattr.c     | C                |          6 |          0 |          1 |          7 |
| /home/christian/src/micro/usr/libs/libc/sysdeps/micro/generic/tcsetattr.c     | C                |         18 |          0 |          2 |         20 |
| /home/christian/src/micro/usr/libs/libc/sysdeps/micro/generic/time.c          | C                |         11 |          0 |          3 |         14 |
| /home/christian/src/micro/usr/libs/libc/sysdeps/micro/generic/truncate.c      | C                |          6 |          1 |          1 |          8 |
| /home/christian/src/micro/usr/libs/libc/sysdeps/micro/generic/umount.c        | C                |          6 |          0 |          1 |          7 |
| /home/christian/src/micro/usr/libs/libc/sysdeps/micro/generic/waitpid.c       | C                |          6 |          0 |          1 |          7 |
| /home/christian/src/micro/usr/libs/libc/sysdeps/micro/generic/write.c         | C                |          6 |          0 |          1 |          7 |
| /home/christian/src/micro/usr/libs/libc/time/asctime.c                        | C                |          6 |          0 |          1 |          7 |
| /home/christian/src/micro/usr/libs/libc/time/asctime_r.c                      | C                |          6 |          3 |          2 |         11 |
| /home/christian/src/micro/usr/libs/libc/time/ctime.c                          | C                |          5 |          0 |          1 |          6 |
| /home/christian/src/micro/usr/libs/libc/time/ctime_r.c                        | C                |          5 |          0 |          1 |          6 |
| /home/christian/src/micro/usr/libs/libc/time/gmtime.c                         | C                |          7 |          0 |          1 |          8 |
| /home/christian/src/micro/usr/libs/libc/time/gmtime_r.c                       | C                |         19 |          1 |          8 |         28 |
| /home/christian/src/micro/usr/libs/libc/time/localtime.c                      | C                |          7 |          0 |          1 |          8 |
| /home/christian/src/micro/usr/libs/libc/time/localtime_r.c                    | C                |          5 |          1 |          1 |          7 |
| /home/christian/src/micro/usr/libs/libc/time/strftime.c                       | C                |         81 |          0 |         13 |         94 |
| /home/christian/src/micro/usr/srv/Makefile                                    | Makefile         |          2 |          0 |          0 |          2 |
| /home/christian/src/micro/usr/srv/init/Makefile                               | Makefile         |         18 |          0 |          7 |         25 |
| /home/christian/src/micro/usr/srv/init/init.c                                 | C                |         17 |          2 |          3 |         22 |
| /home/christian/src/micro/usr/srv/init/linker.ld                              | LinkerScript     |         23 |          0 |          2 |         25 |
| Total                                                                         |                  |     11,996 |        490 |      2,921 |     15,407 |
+-------------------------------------------------------------------------------+------------------+------------+------------+------------+------------+
